ITEM_DESCRIPTION	CATEGORY	SUPPLIER
OFFICE FURNITURE FOR RENOVATED VICTORVILLE OFFICE	Furniture and Furnishings	Prison Industry Authority
beans pinto canned	Food Beverage and Tobacco Products	Prison Industry Authority
canned tomatoe/pears	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Lexmark MFP Maintenance	"Office Equipment, Accessories and Supplies"	JAMES E MALONEY
"Paint Markers, Asrt Colors"	"Office Equipment, Accessories and Supplies"	Grainger Industrial Supply
potatoes instant	Food Beverage and Tobacco Products	Adolph Inc.
FOLDER HANGING 1/3 CUT	"Office Equipment, Accessories and Supplies"	"Central Valley Office Supply, Inc."
"POCKET,TUFF,TB3.5,LTR,RD"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
Installation (Non-Taxable)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Chair, Manhattan Midback, Ebony"	Furniture and Furnishings	3B INDUSTRIES INC
Retirement award for Sandi Hartsock	"Sports, Recreational Equipment and Supplies and Accessories"	MTM RECOGNITION
HP88XL VIVERA BLACK INK	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"COLORED PUSH PINS, GEMSTONE COLOR"	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
SURGE PROTECTORS	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"240,000 Wndow Envelopes"	"Office Equipment, Accessories and Supplies"	Department of General Services
PEANUT BUTTER BULK  295301.0000	Food Beverage and Tobacco Products	3B INDUSTRIES INC
HP BLACK INK CARTRIDGE	"Office Equipment, Accessories and Supplies"	Technology Integration Group
BLACK DRY ERASE MARKER	"Office Equipment, Accessories and Supplies"	"Central Valley Office Supply, Inc."
chair with headrestchair	Furniture and Furnishings	Prison Industry Authority
"TONER, HP LJ 12.5 black (CE255X)"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"ENVELOPE, 6X9 R-STRIP,BRKR"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
State Archive Boxes	"Office Equipment, Accessories and Supplies"	"Valley Shipping Supply, Inc."
"Toners, Transfer Kits and Fuser Kits"	"Office Equipment, Accessories and Supplies"	Future Data Systems
"STAMP,DATER ECON SI"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
FOLSOM OFFICE RENOVATION	Furniture and Furnishings	Prison Industry Authority
"cereal, corn flakes"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
"Vegetable Juice, 100% Juice"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
BEVERAGE BASE (ASST FLAVORS)	Food Beverage and Tobacco Products	Seacat Enterprises
PRECOOKED POTATOES	Food Beverage and Tobacco Products	FRESH FOODS OF CALIFORNIA INC
Sharp MX-4111N MFP	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
RECREATIONAL SUPPLIES FOR INMATES	"Sports, Recreational Equipment and Supplies and Accessories"	COMPLETE DEVELOPMENT SERVICES INC
"Bananas, Petite #4"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
"Ink Cartridge, HP 29, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"SCHNIEDER RAVE BALLPOINT PEN, 1.4MM, BLUE"	"Office Equipment, Accessories and Supplies"	"Horizon Business Solutions, Inc."
"SUGAR, BROW, POWDERED, GRANULATED"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
HP 80A BLACK CARTRIDGE FOR LJ PRO M401/M425	"Office Equipment, Accessories and Supplies"	Technology Integration Group
blanket order juice for diets	Food Beverage and Tobacco Products	Seacat Enterprises
Turkey Frank HALAL	Food Beverage and Tobacco Products	SILVER FOODS EXPRESS DISTRIBUTION
BLK TONER CART 20K HP LASERJET 4250/4350	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"CAKE MIX, YELLOW"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
Canon PGI 250PGBK XL Black Ink	"Office Equipment, Accessories and Supplies"	T3 Toner LLC
RAISED DOUGHNUT MIX	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
Gravy Mix Country	Food Beverage and Tobacco Products	Michael Brown Sales Corp
various office supplies	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
2/3-Hole Punch Unit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"C6578DN - HP 78, Tri Color Ink Cartridge"	"Office Equipment, Accessories and Supplies"	Midtown Stationers
3RD QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Majestic Intl Spice Corporation
CAKE MIX YELLOW ACTUAL PRICE $0.495	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
raisin bran/ind. bowl	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Dymo Label Writer Printer 450 Turbo	"Office Equipment, Accessories and Supplies"	"Computer Supplies Unlimited, Inc."
"Samsung Black Toner Cartridge, 20,000 Pages Yield"	"Office Equipment, Accessories and Supplies"	"Ablegov, Inc."
S015329 - EPSON Genuine Ribbon.	"Office Equipment, Accessories and Supplies"	MMG Technology Group Inc
Sharp Copier 2 copiers	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Weighted Desktop Dispenser and Organizer	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
Sixty (60) Month Full Service Copier Maintenance	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Binding Equipment	"Office Equipment, Accessories and Supplies"	Ordway Corporation dba Print & Finishing Solutions
"BOOK, APPT, MONTHLY 9X11, BRG"	"Office Equipment, Accessories and Supplies"	River City Office Supply
1ST QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	SARONI FOOD SERVICE
"Manhattan Mid Back Lite Chair, Sandstone"	Furniture and Furnishings	3B INDUSTRIES INC
"INDEX, BINDER, LTR, 8TAB, WE"	"Office Equipment, Accessories and Supplies"	River City Office Supply
"~MARKER,SHARPIE,FINE PT,BK"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
BEEF/CHICKEN BLEND	Food Beverage and Tobacco Products	Prison Industry Authority
"WEEKLY APPT BOOK, NAVY, 2015-2016"	"Office Equipment, Accessories and Supplies"	"Horizon Business Solutions, Inc."
"Toner Cartridge, C9387A, magenta, auxioliary item"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Papermate Profile black, 12 pack"	"Office Equipment, Accessories and Supplies"	"WALKERS OFFICE SUPPLIES, INC."
2ND QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
Sharp MX-M453N Copier	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Manhattan Mid Back Lite Chair	Furniture and Furnishings	3B INDUSTRIES INC
All Purpose Flour	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"garlic powder, ground"	Food Beverage and Tobacco Products	Majestic Intl Spice Corporation
"Bean, Red, Califoria, Dry"	Food Beverage and Tobacco Products	INTERSECT USA
"4-3/4""X 8-1/2"" TALL ZENITH SUMMIT GLASS AWARD"	"Sports, Recreational Equipment and Supplies and Accessories"	Wilson Trophy Co
Bagel Dog Turkey	Food Beverage and Tobacco Products	The Spaulding Company
"BODEGA HIGH BACK STACKING CHAIR, BLACK ONYX"	Furniture and Furnishings	Prison Industry Authority
1ST QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"BOX,STORAGE,LTR/LGL,WH"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
Apple and Pear Blend Juice. Individual	Food Beverage and Tobacco Products	3B INDUSTRIES INC
Brother 2940 Fax Machine	"Office Equipment, Accessories and Supplies"	River City Office Supply
MX-FNX9 - 50-Sheet Inner Stapler/Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Mixed Fruit Jelly, Sugar Free"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"4-Meals Per Case, Day 6"	Food Beverage and Tobacco Products	ABC Ventures LLC
Potato diced dehyrtd	Food Beverage and Tobacco Products	Adolph Inc.
"Desk pad, month, 21.75x17, WE"	"Office Equipment, Accessories and Supplies"	River City Office Supply
"Expo Dry Erase Marker, Chisel Pt, Green"	"Office Equipment, Accessories and Supplies"	Cole Office Products
various lunchmeats	Food Beverage and Tobacco Products	McGinty Sales Company
"TBL, CRN, ELCT, 48X30, E.MHG/CBN, SIT/STD, 30D"	Furniture and Furnishings	Department of General Services
Smead File Folders	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
Samsung black toner for ml5012nd/5017nd printer	"Office Equipment, Accessories and Supplies"	Delphin Computer Supply
"CAKE MIX, PANCAKE MIX"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
Sharp Copier and maintenance	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
beverage granules	Food Beverage and Tobacco Products	Seacat Enterprises
food for inmate camps	Food Beverage and Tobacco Products	US Foodservice
shredder intimus 852CC	"Office Equipment, Accessories and Supplies"	THE OFFICE CITY
toner hp cyan 3700	"Office Equipment, Accessories and Supplies"	TiG
Black High Cap Toner Cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"15324032 - Cover, Hybrid Module"	Furniture and Furnishings	Marvac Electronics
1ST QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	SARONI FOOD SERVICE
HP TONER TO SUPPORT CURRENT PRINTER	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"CHR, TSK, MADISON, W/O HDRST, BLK"	Furniture and Furnishings	Prison Industry Authority
"Apples, Golden Delicious 138/case"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Multifunction Printer	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
modular furniture	Furniture and Furnishings	Prison Industry Authority
"ZUCCHINI, SLICED"	Food Beverage and Tobacco Products	Food Service Systems Inc
"Surge Protector (120V, 15AMP)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Right Side Exit Tray (for incoming faxes)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Conference Chairs Black mesh	Furniture and Furnishings	3B INDUSTRIES INC
"Samsung Black Toner Cartridge, 20kPages Yield"	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
Office Furniture	Furniture and Furnishings	Prison Industry Authority
"Toner, HP11A - Q6511A"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"ICE CREAM, ASSTD, 3 oz PAPER CUPS"	Food Beverage and Tobacco Products	MENDOZA DISTRIBUTING
"CABINET,METAL,COMBO,36""W X 24""D X 78""H"	Furniture and Furnishings	3B INDUSTRIES INC
"FILE,PAMPHLET,PLASTIC,4""X9-1/8"" X 2-1/2"""	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"MAILER, DSK/CD/DVD,5-1/8X5"""	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
tables and chairs	Furniture and Furnishings	3B INDUSTRIES INC
Post Script Expansion Kit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Chairs and desks	Furniture and Furnishings	Prison Industry Authority
INNER FINISHER/STAPLER	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Printing of Envelopes Number E-6150	"Office Equipment, Accessories and Supplies"	Envelope Products Co.
"VEGETABLES, MIXED"	Food Beverage and Tobacco Products	Food Service Systems Inc
Sharp MX4111N Color Copier	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"CATSUP, MUSTARD, MAYO, RELOSH. TACO SAUCE"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
C750 XEROX DocuPrint N24 Copier Toner (OEM)	"Office Equipment, Accessories and Supplies"	Keytonex
"Ink Stamp Pad, Neat-FLO"	"Office Equipment, Accessories and Supplies"	"WALKERS OFFICE SUPPLIES, INC."
HP TONER TO SUPPORT CURRENT PRINTER	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Poultry, 160/2oz/cs"	Food Beverage and Tobacco Products	McGinty Sales Company
Sliced Imitation Cheese	Food Beverage and Tobacco Products	KD Foods
Turkey bologna meal	Food Beverage and Tobacco Products	McGinty Sales Company
"Apples, mixed variety"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
"CHR, TSK, MADISON, W/HDRST, BLACK"	Furniture and Furnishings	3B INDUSTRIES INC
HP p3005/M3027 Fuser Unit	"Office Equipment, Accessories and Supplies"	Sterling Business Supplies & Cabling Inc
"MILK, lowfat 1/2pint, 2080 cases"	Food Beverage and Tobacco Products	Prison Industry Authority
Photocopier w/ mult accessories	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
MX-FNX9 - 50-Sheet Inner Stapler/Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Inmate feeding: margarine  2nd quar.	Food Beverage and Tobacco Products	Adolph Inc.
"p b & jelly, cookies"	Food Beverage and Tobacco Products	Prison Industry Authority
Tire Labor Balance GYWSCA/GSA	"Sports, Recreational Equipment and Supplies and Accessories"	OK TIRE AND AUTOMOTIVE
DRESSING SALAD FRENCH IND	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
"Toner, black 27X C4127X, item #25"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Stapler Finisher	"Office Equipment, Accessories and Supplies"	Sharp Business Systems
MX-PKX1 Post Script Expansion Kit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Food for State Firefighters on going fires	Food Beverage and Tobacco Products	R & R QUALITY MEATS INC
"Inmate feeding:  beans,    4th  quar."	Food Beverage and Tobacco Products	INTERSECT USA
Furniture & Chairs	Furniture and Furnishings	Prison Industry Authority
"CHAIR,BOSTON,#680000"	Furniture and Furnishings	3B INDUSTRIES INC
Saddle Stitich Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Pretzel minis / Ind. Pack	Food Beverage and Tobacco Products	SNAK CLUB INCORPORATED
"30% Recycled Desk Pad, 22"" x 17"", 2013"	"Office Equipment, Accessories and Supplies"	Go De Novo
15lb Scale Platform/Stand	"Office Equipment, Accessories and Supplies"	Pitney Bowes
Term Contract: Mailing Machine Equipment Rental	"Office Equipment, Accessories and Supplies"	"Pitney Bowes, Inc"
"Pizza, French Bread Frozen"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
CRACKERS - WHOLE GRAIN	Food Beverage and Tobacco Products	"National Food Group, Inc."
"CALCULATOR,8DIG LRG NMBR"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"SECURITY PEN, STRETCHABLE COIL, SELF-ADHESIVE."	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"beans, vegetarian"	Food Beverage and Tobacco Products	ABC Ventures LLC
"Brother fax toner, blk, hi yield TN570"	"Office Equipment, Accessories and Supplies"	Technofix Office Products
Assorted Toner Cartrigde	"Office Equipment, Accessories and Supplies"	"Horizon Business Solutions, Inc."
Non Window Envelopes	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
"pinto beans, blackeye peas , white beans"	Food Beverage and Tobacco Products	INTERSECT USA
med-lg fresh eggs	Food Beverage and Tobacco Products	Prison Industry Authority
MX-4111N-CA Digital Copier/Printer/Scan	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Bother Fax machine, high-speed, laser"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"SMEAD, STRAIGHT TAB, LETTER REDROPE"	"Office Equipment, Accessories and Supplies"	National Office Solutions
Jalapeno lunchmeat	Food Beverage and Tobacco Products	McGinty Sales Company
modular furniture	Furniture and Furnishings	Prison Industry Authority
Lateral File Bins (Drawers).  Color is Sand.	Furniture and Furnishings	3B INDUSTRIES INC
"TONER CARTRIDGE,PRINTER,1200,HP #C7115A"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
2ND QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Adolph Inc.
"Low Fat Milk, 1%"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
Modular Furniture (Project # 501-445)	Furniture and Furnishings	Allsteel Inc
HP Magenta Toner	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Toner Cart, Yellow HP 641A"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
SPICED ORANGE CHICKEN CASSEROLE (V)	Food Beverage and Tobacco Products	Elements Food Group
POSTAGE FOR MACHINE	"Office Equipment, Accessories and Supplies"	"Pitney Bowes, Inc"
Blue interior file folders	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
Chair 680000.2010 PIA	Furniture and Furnishings	3B INDUSTRIES INC
PRINTER RIBBON FOR ID MACHINE	"Office Equipment, Accessories and Supplies"	TRANSTECH SYSTEMS
"EGGS, LIQUID   NON-FAT"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
MX-FN11 4K STACKING FINISHER/STAPLER	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
CARLISLE BOWL BRUSH	Cleaning Equipment and Supplies	Padre Janitorial Supplies
2ND QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Prison Industry Authority
"END TAB W/C FAST, FLDR"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
Magenta for HP 5500	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"CLIP,JUMBO,NON-SKID,1M/PK"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
MX-M453N Digital Copier/Printer/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Fireline sack lunched	Food Beverage and Tobacco Products	MILITARY & SHIP SUPPLY HOUSE
CATALOG ENVELOPE	"Office Equipment, Accessories and Supplies"	CALIFORNIA PRINTING CONSULTANTS
"CALENDAR,WEEKLY,SPIRAL,5-1/2 X 8-1/2"""	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"Toner Cartridge, Cyan"	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
punch and die assembly replacement part	Furniture and Furnishings	Clark Security Products
Inmate feeding: ice cream cups	Food Beverage and Tobacco Products	Paul Aiello Sales
CATSUP PACKS INDIVIDUALS	Food Beverage and Tobacco Products	INTERSECT USA
HEW EA HP TRANSFER KIT	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"Diced, roll and ground turkey. precooked"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Assorted toner/inkjet	"Office Equipment, Accessories and Supplies"	"CRIMSON IMAGING SUPPLIES, LLC"
"SPINACH, CHOPPED"	Food Beverage and Tobacco Products	Food Service Systems Inc
Installation (non-taxable)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"MLK-2C File Cabinet Locking Bars 21.5"""	Furniture and Furnishings	"The Supply Station, Inc."
potatoes french fried frozen	Food Beverage and Tobacco Products	French Fry Xpress
"Potato, sliced, 1/40#/cs"	Food Beverage and Tobacco Products	Adolph Inc.
"RETRACTABLE, FINE POINT, BLUE INK"	"Office Equipment, Accessories and Supplies"	National Office Solutions
Tab File Guides / 25/ST	"Office Equipment, Accessories and Supplies"	National Office Solutions
"BREAD, HAMBURGER WHEAT BUNS"	Food Beverage and Tobacco Products	Sara Lee (Earthgrains)
plastic sideload desk tray	Furniture and Furnishings	Cole Office Products
differential $0.3699/ total of 30 cases	Food Beverage and Tobacco Products	Adolph Inc.
Star Tech VGA Ext Cable MXT101HQ10	Furniture and Furnishings	Angus Hamer Networking
"STAPLES,1/2STRIP,5M/BX"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"Mule creek, decaffeinated.  6 5 lb/ case"	Food Beverage and Tobacco Products	Prison Industry Authority
Porcln Dry Erase Brd 96x48 Slv Alum Frm	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
"~PEN,RBALL,RT,G2,GEL,XF,BE"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
Special Staples for copier/printer machine	"Office Equipment, Accessories and Supplies"	"ENVISO, INC"
"~~OPENER,LETTER,3/PK,WHT"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
iCrease Excel Automatic Creaser/Perforator	"Office Equipment, Accessories and Supplies"	DAISY DALTON EQUIPMENT
Cinnamon Roll 3oz ea ind/wrapped	Food Beverage and Tobacco Products	Golden State Provisions INC.
HP 951 Yellow Inkjet Cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
End Tab Fastner Pressboard Folders	"Office Equipment, Accessories and Supplies"	Value Business Products
jalapeno bologna bagel dog	Food Beverage and Tobacco Products	The Spaulding Company
"cheese, sliced shredded and grated"	Food Beverage and Tobacco Products	Seacat Enterprises
"Folder, PSBD, 6sec, ltr GY"	"Office Equipment, Accessories and Supplies"	River City Office Supply
2ND QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
"DESK PAD, SIDE PANEL,BK"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
Frozen dieatary Meals	Food Beverage and Tobacco Products	Seacat Enterprises
"27"" BREAKAWAY LOCKING BAR"	Furniture and Furnishings	AAA Wholesale Co. Inc.
"Chair, Avalon, Ergo, Royal Fabric"	Furniture and Furnishings	3B INDUSTRIES INC
"Bun, Hot Dog, 12 per pack"	Food Beverage and Tobacco Products	Earthgrains/Sara Lee
four/corn tortillas	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"CHAMP MECHANICAL PENCILS, 0.7 LEAD, BLUE BARREL"	"Office Equipment, Accessories and Supplies"	"Horizon Business Solutions, Inc."
Chili Peppers #10	Food Beverage and Tobacco Products	"rdk distributing co., llc"
Bulk Food for going fire	Food Beverage and Tobacco Products	US Food Service
"VISOR,SHIELD,FACE,ASSY,ADFLO,PAPR"	"Sports, Recreational Equipment and Supplies and Accessories"	Melo's Gas and Gear
DIETARY MEALS FOR INMATE PATIENS	Food Beverage and Tobacco Products	ABC Ventures LLC
1ST QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Churchfield Trading Co
"RAVIOLI, BEEF IN TOMATO SAUCE, CANNED"	Food Beverage and Tobacco Products	ABC Ventures LLC
"Cyan Drum, 30,000 Yield"	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
"med/lg, 15dz/cs, aa or a grade, [price diff .04"	Food Beverage and Tobacco Products	Prison Industry Authority
"cottage cheese, ice cream, sherbet"	Food Beverage and Tobacco Products	MENDOZA DISTRIBUTING
"FOLDER,FILE,ENDTB,LTR,GN & be"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
Fire Line Box Lunches	Food Beverage and Tobacco Products	Panini Time
"C9398C Print Cartridge, Cyan"	"Office Equipment, Accessories and Supplies"	CIRRUS ENVIRONMENTAL INC
Toner Cartridges	"Office Equipment, Accessories and Supplies"	"Edwards Office Systems, Inc."
"RUBBER BAND,#64,1/4""T X 3-1/4""L"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"JELLY, GRAPE 1 OZ"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
Inmate feeding:  cake baking mixes   3rd quar.	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
(9494GR) LITERATURE ORGANIZER	"Office Equipment, Accessories and Supplies"	"TAGG Industries, Inc."
"PEN,WRTBROS STCK,60PK,BE"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
Board and accessories	"Office Equipment, Accessories and Supplies"	"Oliver Worldclass Labs, Inc"
"Toner, drum kits and fuser kits for printers"	"Office Equipment, Accessories and Supplies"	Granite Data Solutions
"fax machines, toner and maintenance"	"Office Equipment, Accessories and Supplies"	SELECT BUSINESS SYSTEMS OF BAKERSFIELD
"STAPLES,F/B8,.25"",5M/BX"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
Pitney Bowes Maintenance	"Office Equipment, Accessories and Supplies"	Pitney Bowes
"beef stew, canned, 6/10# cans per case PC 9047"	Food Beverage and Tobacco Products	ABC Ventures LLC
asst cheese 55550.00	Food Beverage and Tobacco Products	Seacat Enterprises
Electric Stapler	"Office Equipment, Accessories and Supplies"	"Office Supply Company, Inc."
Boston Chair - with headrest (Black)	Furniture and Furnishings	Department of General Services
Alternative 3 Cheese. Code 191	Food Beverage and Tobacco Products	McGinty Sales Company
"bookcase with doors, cherry"	Furniture and Furnishings	Department of General Services
frozen vegetables/fruit	Food Beverage and Tobacco Products	Food Service Systems Inc
includes 36 cartridges	"Office Equipment, Accessories and Supplies"	SUPPLY NETWORK
"toner cartridge, HP 64X, Black, dual pack"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Juice, 100%, Prune Juice"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Scotch Rescycles Desk Tape Dispenser	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
"DRESSING, FRENCH"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
lunch meat and cheese	Food Beverage and Tobacco Products	McGinty Sales Company
Inmate feeding:  box lunches  14/15   1st quarter	Food Beverage and Tobacco Products	KD Foods
SHARP MX-FR44U DATA SECURITY KIT	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
employee file folders	"Office Equipment, Accessories and Supplies"	"Able Ribbon Technology, Inc."
Picnic Table for the Santa Cruz District Office.	Furniture and Furnishings	sonoma county probation camp
boneless dark cubes 60lb/cs	Food Beverage and Tobacco Products	Prison Industry Authority
Office furniture	Furniture and Furnishings	3B INDUSTRIES INC
"PROTECTOR,SHT,LT,TPLD,SCL"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
Globe-WeisStandard File Pockets	"Office Equipment, Accessories and Supplies"	Walker's Office Supplies
"Overhead Bin Task Light, 60"" Color: Putty"	Furniture and Furnishings	Western Contract Furnishers
"Inmate feeding: froz. triangle potatos, 3rd quar."	Food Beverage and Tobacco Products	French Fry Xpress
Pre Printed Non Window Envelopes	"Office Equipment, Accessories and Supplies"	River City Office Supply
"FOLDER,ENDTB,LTR,STR,MLA"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
CANON DR-M140 SCANNER	"Office Equipment, Accessories and Supplies"	"Statestore, Inc"
"Lettuce Salad Mix, 4/5 bags per case"	Food Beverage and Tobacco Products	Coast Tropical
Hoagie Roll One-Pack	Food Beverage and Tobacco Products	Prison Industry Authority
"Vinyl 3-Ring Binder, Full View, 11"" x 8.5"" x 2"""	"Office Equipment, Accessories and Supplies"	3B INDUSTRIES INC
"Toner Cartridge, HP 12A,blk, hi yield 2 pK"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"canne, 6 #10 cans/cs"	Food Beverage and Tobacco Products	Churchfield Trading Co
"processed, 2/9-11lb"	Food Beverage and Tobacco Products	McGinty Sales Company
"SOY SAUCE 4/1 GALLON, PC 376"	Food Beverage and Tobacco Products	INTERSECT USA
"ENVELOPE,6X9 R-STRIP,BRKR"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
"AR-D5133NT - Surge Protector (120V, 15AMP)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Medical privacy partitions	Furniture and Furnishings	"The Supply Station, Inc."
HALAL TURKEY FRANKS	Food Beverage and Tobacco Products	SILVER FOODS EXPRESS DISTRIBUTION
miscellaneous tax adjustment	Furniture and Furnishings	Amazon.com
"POCKET,FILE,LTR,STR,3.5"""	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
Sharp MX4111N-CA Digital Copier/Printer/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Instant Coffee, Caffeinated, Single Serve"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
