ITEM_DESCRIPTION	CATEGORY	SUPPLIER
HP 97 TRI-COLOR INK CARTRIDGES	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Instant Coffee, Singe Serve"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
Shell Eggs and Frozen Egg	Food Beverage and Tobacco Products	Prison Industry Authority
"Rolls, Dinner Wheat"	Food Beverage and Tobacco Products	Seacat Enterprises
Storage Cabinets for Central Ops Equipment	Furniture and Furnishings	Grainger Industrial Supply
NonFat 3gal container	Food Beverage and Tobacco Products	3B INDUSTRIES INC
TONER INK CARTRIDGES	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Marker, Sharpie, TWN TP,BK"	"Office Equipment, Accessories and Supplies"	National Office Solutions
"TONER, HP LJ, black 24K (CC364XD)"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
IntelliFAX 4750e Business-Class Laser Fax Machine	"Office Equipment, Accessories and Supplies"	Pacific Copier & Computer
MX-TRX2 Right Side Exit Tray (For Incoming Faxes)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Lettuce Salad Mix 10lb/bg	Food Beverage and Tobacco Products	"rdk distributing co., llc"
"Bean, pinto, dry, 50lb bag"	Food Beverage and Tobacco Products	ABC Ventures LLC
"3,500 Sheet Large Capacity Paper Tray #MX-LC11"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"48"" Full Height Shelf Pan - Putty"	Furniture and Furnishings	PROBLEM SOLVER INC
Free Standing Furniture	Furniture and Furnishings	3B INDUSTRIES INC
high volume maint for 14/15	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Bookcases 16x36x59	Furniture and Furnishings	3B INDUSTRIES INC
Hotdogs 100% beef	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"CSP-SQ ORDER: FOOD, TUNA, FY 14/15 3RD QTR"	Food Beverage and Tobacco Products	Elements Food Group
"Apple Juice, 100% Juice"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Drawer Organizer	"Office Equipment, Accessories and Supplies"	"Garza Industries, Inc"
2ND QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
2/3 Hole Punch Unit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
HP OFFICEJET PRO 8600 PLUS E-ALL-IN-ONE	"Office Equipment, Accessories and Supplies"	Granite Data Solutions
"See exhibit A, for scope of work"	"Office Equipment, Accessories and Supplies"	Pitney Bowes
FY 13/14 Maintenance (HV)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"TO REPLACE OLD, WORN CHAIRS BEYOND WARRANTY"	Furniture and Furnishings	Prison Industry Authority
VARIOUS FROZEN VEGETABLES	Food Beverage and Tobacco Products	Food Service Systems Inc
MECHANICAL PENCILS 0 .5 AND 0.7 MM	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
"prunes, pitted small"	Food Beverage and Tobacco Products	Adolph Inc.
Matte Black Ink Cartridge	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
various fresh produce	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Canned Pinto Bean	Food Beverage and Tobacco Products	ABC Ventures LLC
Bologna and Cheese	Food Beverage and Tobacco Products	MCGINTY SALES CO
2nd qtr food orders	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
"chicken, roasted"	Food Beverage and Tobacco Products	McGinty Sales Company
*Data Security Kit (Hard Drive Data Encryption)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
MX-FR44U data security kit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Chair, Manhattan Lite MB, Crimson Fabric"	Furniture and Furnishings	3B INDUSTRIES INC
PEPPER STRIP (V) - STEAMED RICE - GR BEANS	Food Beverage and Tobacco Products	Elements Food Group
"TURKEY, ROLLED ROAST"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Locking Mobile File Chest	"Office Equipment, Accessories and Supplies"	Cole Office Products
"4-1/4 x 2-3/4, red"	"Office Equipment, Accessories and Supplies"	"JustCarla, Inc."
"Taco Shells, Flour Tortillas, Corn Tortillas"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"Folder, endtap, ltr, GN"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"Yellow Toner, 15,000 Pages Yield"	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
"Green Chili, 48/5.75oz/cs"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"Toner Cartridge, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"CHAIRS, MANHATTANE MID BACK IN EBONY"	Furniture and Furnishings	Prison Industry Authority
3-1090 #9 Tall CRM Envelope	"Office Equipment, Accessories and Supplies"	Paper Distributors Inc
9x12 envelopes with window	"Office Equipment, Accessories and Supplies"	"Horizon Business Solutions, Inc."
"In Row RD, Air Cooled APC Leak Sensor"	Furniture and Furnishings	Global Blue DVBE
"Toner Cartridge, Yellow"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Toner Laserjet Q5942X	"Office Equipment, Accessories and Supplies"	"Advantage Imaging Supply, Inc"
"File, Pkt, 3.5, 2/5 Redrop Tuff Pocket Folder"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
MX-FXX2 - Fax Expansion Kit	"Office Equipment, Accessories and Supplies"	Sharp Electronics Corporation
chocolate cake mix	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"FASTENER,2"",SELF-ADHESIVE"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
"CRDZA, PRMR, 21X72, DRW/DR, CHERRY"	Furniture and Furnishings	3B INDUSTRIES INC
BINDER INDEX A-Z	"Office Equipment, Accessories and Supplies"	"Central Valley Office Supply, Inc."
MX-PKX1 Post Script Expansion Kit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Max Security Flex Pens	"Office Equipment, Accessories and Supplies"	Bob Barker Company
black toner cartridge	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
"Ink Cartridge, HP 92, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"STAPLES, HVY DTY, 1/2"""	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"Conference Table, Flip Top 72""W x 36""D"	Furniture and Furnishings	Prison Industry Authority
Janitorial Equipment	Cleaning Equipment and Supplies	Resurrection Janitorial Supplies & Equip.
Boston Chair with Headrest	Furniture and Furnishings	3B INDUSTRIES INC
"potatoes, instant flakes, bulk pack"	Food Beverage and Tobacco Products	Adolph Inc.
"INDEX, BNDR, 5TAB, 36ST, WHT"	"Office Equipment, Accessories and Supplies"	River City Office Supply
BROWN LIGHT/GOLDEN	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
BEEF/CHICKEN BLEND	Food Beverage and Tobacco Products	Prison Industry Authority
Product No 680401.0209.  Chair for Ramina German	Furniture and Furnishings	3B INDUSTRIES INC
"BEEF-CHICKEN BULK, PATTIES, SAUSAGE, HOT DOGS"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
Installation (non-taxable)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
FILE FOLDERS 1/5 CUT	"Office Equipment, Accessories and Supplies"	Cole Office Products
"COOLER, WATER, PLASTIC, 30 QT"	"Sports, Recreational Equipment and Supplies and Accessories"	Grainger Industrial Supply
"COPYHOLDER,TYPIST,LETTER"	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
folders and paper	"Office Equipment, Accessories and Supplies"	"Cufis Office Supply, Inc."
"MILK, WHOLE, FRESH 5 OR 6 GL DISPENSER"	Food Beverage and Tobacco Products	Morning Glory Incorporated
"SALISBURY, BEEF PATTY"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
4TH QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	INTERSECT USA
"Buns, Hamburger, Wheat"	Food Beverage and Tobacco Products	Seacat Enterprises
"HALAL PATTY'S - BEEF, CHICKEN, TURKEY"	Food Beverage and Tobacco Products	SILVER FOODS EXPRESS DISTRIBUTION
C9732A - Yellow Toner Cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
2014 State Calendars	"Office Equipment, Accessories and Supplies"	Department of General Services
Chair grove high back ergon 682600.0200	Furniture and Furnishings	3B INDUSTRIES INC
Toner Printer Cartridges	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Binder pockets, assorted"	"Office Equipment, Accessories and Supplies"	Walker's Office Supplies
MX-FN10 Saddle Stitch Stapler/Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"FOLDER, MLA,1/3 CT,LTR,100"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
WAFFLES/ PANCAKES	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
printer and toner cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Variety of Beans	Food Beverage and Tobacco Products	INTERSECT USA
"CAKE MIX, SPICE 50 LB/BG 14 BAGS"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"DIVIDER, WRITE-ON, 5TAB, MI"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
Envelope 3-1480 #9 Window Return	"Office Equipment, Accessories and Supplies"	Envelope Products Co.
Reichert Endurance Exam Lane see attachd	Furniture and Furnishings	"TAGG Industries, Inc."
3RD QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
51/2 by 10 clear envelopes for investigations	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
"Tropical trail mix snack, individual packets"	Food Beverage and Tobacco Products	"Titus Enterprises, Inc."
Health Affairs Magazine	"Office Equipment, Accessories and Supplies"	Health Affairs
"Toner Cartridge, HP 36A, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Five Year Maintenance, 60 Months (35% Taxable)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Copier/Printer/Scanner	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"6NHY0 - Ratcheting Combination Wrench, 1/2 Inch"	Furniture and Furnishings	Grainger Industrial Supply
Oven Bakes Potato Wedgest	Food Beverage and Tobacco Products	French Fry Xpress
Chairs 37 plus set in place fee	Furniture and Furnishings	Prison Industry Authority
"SCISSOR, MIDPrice LIGHTWEIGHT LEADER"	"Office Equipment, Accessories and Supplies"	Walker's Office Supplies
HP 85A TONER (CE285A)	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Boneless dark chicken cubes	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"PAPER,COPY,20 LB,8-1/2"" X 11"",BLUE"	"Office Equipment, Accessories and Supplies"	"WALKERS OFFICE SUPPLIES, INC."
"Produce: Apples, Bananas, Cabbage, Celery, Onions"	Food Beverage and Tobacco Products	"rdk distributing co., llc"
"PEN,300RT,MED,BE & BK"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
Heavy Duty Staples	"Office Equipment, Accessories and Supplies"	"Garza Industries, Inc"
3-Hole Punch Kit	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"sliced potato, diced, and flake potato"	Food Beverage and Tobacco Products	Adolph Inc.
non-contract TONER INK CARTRIDGES	"Office Equipment, Accessories and Supplies"	Future Data Systems
"TAPE,CORREC,WITE-OUT,10PK"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"Profile Ballpoint Stick Pen, Red Ink, Bold, Dozen"	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
"Pen, Rollerball, RT, G2, Gel, Fine, Red"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"Non Fat Milk, 1/2 Pint Container"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
NO 102 Gray Cartridge Photo Ink	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Inmate feeding:  beans, canned   2nd quar."	Food Beverage and Tobacco Products	ABC Ventures LLC
Envelope 3-1090 #9 Tall Return	"Office Equipment, Accessories and Supplies"	BURKS Printing
MARGARINE PRINTS	Food Beverage and Tobacco Products	Adolph Inc.
CORNFLAKES SUPER BULK PACK	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Frozen Dietary Meals	Food Beverage and Tobacco Products	ABC Ventures LLC
pineapple tidbits	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
680600.0213    set in place fee	Furniture and Furnishings	3B INDUSTRIES INC
Exam Room Rental for SLPAHADB	Furniture and Furnishings	San Diego State University
"~MARKER,MARKSALOT,REG,GN"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
Cyan toner cartridge for CLJ 4730 MFP 12K YLD	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Bariatric Air Mattress	"Sports, Recreational Equipment and Supplies and Accessories"	"ESSENTIALMED, INC. DBA MAGUR MEDICAL"
"imitation crumble- beef seasoning, 25 lb per box"	Food Beverage and Tobacco Products	KD Foods
BEEF PATTIES 4X1 halal certified	Food Beverage and Tobacco Products	US Food Service
CHOPPED ONION 45/LB/CS	Food Beverage and Tobacco Products	Food Service Systems Inc
"MX-LC11 - Large Capacity, Paper Cabinet"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Toner Cartridge, HP 92A, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
toner black for HP9500	"Office Equipment, Accessories and Supplies"	Technology Integration Group
HP 15A Black Toner Cartridge for LJ Pro M401/M425	"Office Equipment, Accessories and Supplies"	Technology Integration Group
POWER WASH 30 LB. PAIL	Cleaning Equipment and Supplies	3B INDUSTRIES INC
"EGGS, FRESH AND FROZEN"	Food Beverage and Tobacco Products	Prison Industry Authority
Buttermilk Biscuits	Food Beverage and Tobacco Products	Seacat Enterprises
APPLESAUCE CANNED (6/10 CANNED/P/CS)	Food Beverage and Tobacco Products	Golden State Provisions INC.
"xerox phasers, battery lithium"	"Office Equipment, Accessories and Supplies"	SUNRISE STATIONERS
Kosher Dinner Meal	Food Beverage and Tobacco Products	Elements Food Group
Pencil Tray - Drawer Insert	"Office Equipment, Accessories and Supplies"	3B INDUSTRIES INC
Chocolate chip cookies	Food Beverage and Tobacco Products	Prison Industry Authority
Cereal hominy grits	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
HP 91 DJ Z61000 Light Cyan Ink	"Office Equipment, Accessories and Supplies"	DILTEX INC
"CHAIR, MADERA TASK, W/ARMS"	Furniture and Furnishings	Prison Industry Authority
"Brother Intelifax, Mod# 4750E"	"Office Equipment, Accessories and Supplies"	Imaging Products International
SHARP MX-4111N-CA DIGITAL COLOR COPIER	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Postage meter rental	"Office Equipment, Accessories and Supplies"	Neopost
SMD Manilla Folders 1/5/tab	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
DEHYDRATED POTATOES	Food Beverage and Tobacco Products	Adolph Inc.
"HP IMAGE TRANSFER KIT, HP COLOR LASERJET 5550"	"Office Equipment, Accessories and Supplies"	Granite Data Solutions
"Inmate feeding:  beef products,  2nd quar."	Food Beverage and Tobacco Products	3B INDUSTRIES INC
CLIN 102: HP 3005 TONER	"Office Equipment, Accessories and Supplies"	Midtown Stationers
"FISH, RAW, NON-BREADED, POLLOCK"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
Toner Cartridge HPMagenta	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"POCKET, FILE, 3.5"" EXP, LTR"	"Office Equipment, Accessories and Supplies"	River City Office Supply
Install Van Partitions	Furniture and Furnishings	Camino Real Chevrolet
Black Toner Q9730A	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"FOLDER,FILE,END TB,LTR,BE"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
Refurbished Toner	"Office Equipment, Accessories and Supplies"	Midtown Stationers
"Chair, Atherton Tall, Arm, Task, Ebony Fabric"	Furniture and Furnishings	3B INDUSTRIES INC
"HUTCH, PRMR, 16X36X68, W/LT, CHERRY"	Furniture and Furnishings	Prison Industry Authority
NO 02 Light Cyan Ink	"Office Equipment, Accessories and Supplies"	Technology Integration Group
MX-US10 Sharpdesk 3.3 License Kit - 10 Users	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
MARKER CHISEL POINT BLACK	"Office Equipment, Accessories and Supplies"	Cole Office Products
bell pepper chopping US #2 25lb/cs	Food Beverage and Tobacco Products	PRO PACIFIC FRESH
"Potato, Dehydrated Diced"	Food Beverage and Tobacco Products	Adolph Inc.
Boston without headrest	Furniture and Furnishings	Prison Industry Authority
ground beef bulk veg protein 50#	Food Beverage and Tobacco Products	Prison Industry Authority
CANTALOPE 15P/CS	Food Beverage and Tobacco Products	"rdk distributing co., llc"
"SMEAD-POCKET, LGL (50) PER/BX"	"Office Equipment, Accessories and Supplies"	BLAISDELL'S BUSINESS PRODUCTS
"Toner for fax machine, black"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"86001520,ARM455UA, AW BUSINESS SERVICES"	"Office Equipment, Accessories and Supplies"	Scott Tanner Business Equipment
BEEF SIRLOIN CUBES  254700.0010	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"ACC Cover, RPT, LGL, SO, PBSD, B"	"Office Equipment, Accessories and Supplies"	"WALKERS OFFICE SUPPLIES, INC."
heavy duty electric stapler	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
Assorted Toner for LA Office	"Office Equipment, Accessories and Supplies"	"CRIMSON IMAGING SUPPLIES, LLC"
Yellow Toner Cartridge	"Office Equipment, Accessories and Supplies"	Technology Integration Group
chicken quarters	Food Beverage and Tobacco Products	Prison Industry Authority
Manhattan Mid Back Lite Chair - Fabric Wasabi	Furniture and Furnishings	3B INDUSTRIES INC
Mustard prepared	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Big Numeral Reference Scales	"Office Equipment, Accessories and Supplies"	Sirchie
file folder FTB 1914	"Office Equipment, Accessories and Supplies"	A2Z Filing Systems
Lanyards Letter Opener Stamples	"Office Equipment, Accessories and Supplies"	National Office Solutions
conference chairs	Furniture and Furnishings	Prison Industry Authority
HP 4250/4350 Fuser Unit	"Office Equipment, Accessories and Supplies"	Sterling Business Supplies & Cabling Inc
"PLNR, MTLY, 6 .9x8.75, BK"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
HP Magenta Toner	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"TONER CARTRIDGE,PRINTER,MAGNTA,HP#C9733A"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Pentel Clic Erasers, black barrel 4 oack"	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
Printheads for Pitney Bowes DM-1100 Series	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
"ALAMEDA GANGING/STACK CHAIR, BLACK"	Furniture and Furnishings	Prison Industry Authority
fresh food for spike	Food Beverage and Tobacco Products	Smart & Final
FROZEN KOSHER EVERYDAY MEALS	Food Beverage and Tobacco Products	ABC Ventures LLC
"Vinyl D-ring Binder 11""x8.5""x3"" White"	"Office Equipment, Accessories and Supplies"	Department of General Services
PEANUT BUTTER CREAMY CRUNCHY	Food Beverage and Tobacco Products	Prison Industry Authority
MX-DE23 - 2 x 500 sheet drawer\stand	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Industrial Equipment and Supplies	Furniture and Furnishings	MSC Industrial Supply Co
Madison Chair with Headrest Black	Furniture and Furnishings	Prison Industry Authority
680200.1000(Madison Jr Chair)	Furniture and Furnishings	Prison Industry Authority
"Yellow Toner Cartridge HP 4700, CLJ"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
AMERICAN CHEESE - SLICED AND WRAPPED   PARMESAN	Food Beverage and Tobacco Products	Seacat Enterprises
High in Vitamin K	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
"Scissors, Softgrip, Straight"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"FLUID, CORRECT, ALL, PURPOSEU764"	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
turkey frozen and processed	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
ENVELOPE EXP WALLET SMO71076	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
Installation (non-Taxable)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Wall system Wall board	"Office Equipment, Accessories and Supplies"	"TAGG Industries, Inc."
HP 64X BLACK TONER DUAL PACK	"Office Equipment, Accessories and Supplies"	Technology Integration Group
belt and cartridge	"Office Equipment, Accessories and Supplies"	Pacific Copier & Computer
popsicles 180ct(r230)	Food Beverage and Tobacco Products	MENDOZA DISTRIBUTING
CREAMED COTTAGE CHEESE	Food Beverage and Tobacco Products	Morning Glory Incorporated
SHREDDED BAKERS COCONUT UNSWEETENED	Food Beverage and Tobacco Products	SARONI FOOD SERVICE
"Inmate feeding- PIA, Beverages/juices   2nd quar."	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"Toner Cart, HP 15A Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
toner for fax machine	"Office Equipment, Accessories and Supplies"	M & M ASSOCIATES
"CARROTS, SHREDDED"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
"TONER CARTRIDGE,PRINTER,BLK,HP #CC364A"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
BUTTERMILK BISCUIT MIX	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
MODULAR SYSTEMS FURNITURE	Furniture and Furnishings	3B INDUSTRIES INC
copier toner w/waste bottle	"Office Equipment, Accessories and Supplies"	TonerImaging
"Surge Protector (120V, 20AMP)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
various produce items	Food Beverage and Tobacco Products	"Superior Produce, Inc."
"HP 951 Tri Color (Cyan, Magenta & Yellow)(OEM)"	"Office Equipment, Accessories and Supplies"	Keytonex
"cucumbers, sliced"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
Photo Black Ink Cartridge	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
"Magarine Prints January, February, and  March"	Food Beverage and Tobacco Products	Adolph Inc.
Additional 500-Sheet Paper Tray (3 Trays	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Pitney Bowes Roll Tape Kit	"Office Equipment, Accessories and Supplies"	Pitney Bowes
includes 45 cartridges	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Toner Cartridge, HP 61X, Black, High Yield"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Office furniture for SF Legal Dept.	Furniture and Furnishings	Prison Industry Authority
"Portfolio, letter, 2-pocket, Teal"	"Office Equipment, Accessories and Supplies"	National Office Solutions
CREAM SOUR 5 LB CONTAINER	Food Beverage and Tobacco Products	MORNING GLORY GOLD MINES
"TONER CARTRIDGE,CYAN,HP #CE261A"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Pad Replacement P60, RD"	"Office Equipment, Accessories and Supplies"	River City Office Supply
"BOARD, MARK-WPE, 48X36, AL"	"Office Equipment, Accessories and Supplies"	River City Office Supply
"INDEX,BINDER,LTR,5TAB,BF"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"DRESSING, ITALIAN, IND"	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
4K Stacking Staqpler/Finisher with Paper Unit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Brother Intellifax 2820 fax machine	"Office Equipment, Accessories and Supplies"	National Office Solutions
Sharp MX-M465N Digital MFD	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Sharp MX-M453N Digital Imager	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
HP Printer Toner	"Office Equipment, Accessories and Supplies"	Technology Integration Group
W/ PC FAX AND INBOUND ROUTING	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"PED, MOBILE, BX/BX/FILE, CRBN, PDM24060612"	Furniture and Furnishings	Prison Industry Authority
"Cypress 24/7 Intensive Task Chair, Fabric, Mocha"	Furniture and Furnishings	3B INDUSTRIES INC
BOSTITCH ELECTRIC STAPLER	"Office Equipment, Accessories and Supplies"	"Horizon Business Solutions, Inc."
"Vinyl D Ring Binder - Plain/View 11"" x 8.5"" x 2"	"Office Equipment, Accessories and Supplies"	3B INDUSTRIES INC
TROPICAL SNACK MIX	Food Beverage and Tobacco Products	"Titus Enterprises, Inc."
"FOLDER,FILE,HANGING,LEGAL"	"Office Equipment, Accessories and Supplies"	"WALKERS OFFICE SUPPLIES, INC."
cyan  magenta  ar	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"~~MARKER,PERM,3000,BK"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
BUTTERMILK FRESH	Food Beverage and Tobacco Products	Morning Glory Incorporated
3rd Quarter Food Orders	Food Beverage and Tobacco Products	Prison Industry Authority
Oak finish for stand up work station @ computer	Furniture and Furnishings	Prison Industry Authority
"AR-D5143NT - Surge Protector (120V, 20AMP)"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
EXPO LOW ODOR DRY ERASE MARKER START KIT	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
"Envelope, CAT, 9x12, 28#"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"Onions, 50 lbs per bag"	Food Beverage and Tobacco Products	SYSCO FOOD SERVICES
"HP 15A Toner Cartridge, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
appointment book	"Office Equipment, Accessories and Supplies"	River City Office Supply
Tripp Lite Display Adapter - 5.9in	Furniture and Furnishings	"Statestore, Inc"
DELL 5110-MAGENTA TONER-OEM	"Office Equipment, Accessories and Supplies"	Sterling Business Supplies & Cabling Inc
canned pear diced	Food Beverage and Tobacco Products	Golden State Provisions INC.
Office Supply Restock Order	"Office Equipment, Accessories and Supplies"	River City Office Supply
printer software	"Office Equipment, Accessories and Supplies"	"Pitney Bowes, Inc"
"Ink Cartridge, HP 92 Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
complete kosher boxed breakfast	Food Beverage and Tobacco Products	Elements Food Group
Laminating pouches	"Office Equipment, Accessories and Supplies"	"Able Ribbon Technology, Inc."
chair- integra lounge	Furniture and Furnishings	GARRISON MANUFACTURING INC
MILK  NON-FAT 6 GALLON BULK CONTAINER	Food Beverage and Tobacco Products	Prison Industry Authority
Toner cartridge and Drum	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
FY 12/13 maintenance	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Food for firefighters assigned to a going fire	Food Beverage and Tobacco Products	Sysco - Sacramento
"CARROTS, SHAREDDED"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
MAGENTA TONER FOR LASER JET 3000	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"BREAD, 50 LB BAG"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"Binder, vinyl 3 ring binder, 11x8.5x1 in., white"	"Office Equipment, Accessories and Supplies"	Prison Industry Authority
TRIPLE PLAY VEGETARIAN BREAKFAST POCKET	Food Beverage and Tobacco Products	The Spaulding Company
NEW SAN MARCOS FIELD OFFICE	Furniture and Furnishings	Prison Industry Authority
BONELESS CHICKEN BREASTS	Food Beverage and Tobacco Products	Prison Industry Authority
"FOLDER,2FSTNR,,LTR,50,GN & RD"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
